Gen	 Best	 B_std_dev	 Mean	 M_std_dev	 Worst	 W_std_dev	 Repeated	 R_std_dev	 Lower	 L_std_dev	 Higher	 H_std_dev
11	 0,0000	 0,0000	 34833298197686610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 190789831751770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 3483329819768661000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 19078983175177008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 48,2667%	 12,3984%	 91,4333%	 10,0024%	 8,5667%	 10,0024%
12	 0,0000	 0,0000	 14050247590195572000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 76945416287389870000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1405024759019557000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 7694541628738986000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 52,3000%	 14,5298%	 93,8000%	 8,0704%	 6,2000%	 8,0704%
13	 0,0000	 0,0000	 2121131753248094100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 11617915194744918000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 212113175324809430000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1161791519474491700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 53,2333%	 15,6375%	 94,0667%	 7,7368%	 5,9333%	 7,7368%
14	 0,0000	 0,0000	 533487196403209400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 2922029716102267000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 53348719640320940000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 292202971610226750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 54,7000%	 15,0313%	 90,4667%	 9,8951%	 9,5333%	 9,8951%
15	 0,0000	 0,0000	 4638853564368673000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 24844173540622930000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 463885356436867400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 2484417354062291800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 55,3333%	 15,1938%	 89,4667%	 9,4604%	 10,5333%	 9,4604%
16	 0,0000	 0,0000	 531244917338945700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 2797617418810192000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 53124491733894580000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 279761741881018940000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 55,7000%	 15,1091%	 92,1333%	 8,2910%	 7,8667%	 8,2910%
17	 0,0000	 0,0000	 214681292863196630000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1175857867755456300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 21468129286319663000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 117585786775545600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 57,3667%	 14,5377%	 90,3000%	 9,1732%	 9,7000%	 9,1732%
18	 0,0000	 0,0000	 221640026403229600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1213972421070884500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 22164002640322958000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 121397242107088440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 58,7667%	 14,8363%	 90,0333%	 10,2503%	 9,9667%	 10,2503%
19	 0,0000	 0,0000	 24133773396790898000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 132186120871404510000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 2413377339679090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 13218612087140452000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 57,9333%	 15,6248%	 90,8667%	 9,1980%	 9,1333%	 9,1980%
20	 0,0000	 0,0000	 30250739391803870000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 165690123459118700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 3025073939180387000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 16569012345911863000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 57,7000%	 15,5301%	 91,4667%	 9,6588%	 8,5333%	 9,6588%
21	 0,0000	 0,0000	 15888754382646936000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 87026291857015390000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1588875438264693700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 8702629185701529000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 57,0000%	 17,3623%	 90,0333%	 9,5790%	 9,9667%	 9,5790%
22	 0,0000	 0,0000	 210096129422650430000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1150743893293104500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 21009612942265045000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 115074389329310500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 60,4333%	 17,8261%	 90,5667%	 10,1529%	 9,4333%	 10,1529%
23	 0,0000	 0,0000	 71486771153240240000000000000000000000000000000000000000000000,0000	 391521534217475640000000000000000000000000000000000000000000000,0000	 7148677115324025000000000000000000000000000000000000000000000000,0000	 39152153421747580000000000000000000000000000000000000000000000000,0000	 61,6667%	 16,9285%	 88,8333%	 10,9861%	 11,1667%	 10,9861%
24	 0,0000	 0,0000	 333951286777272440000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1829126528757888400000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 33395128677727243000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 182912652875788820000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 60,9667%	 17,7928%	 87,8000%	 9,6576%	 12,2000%	 9,6576%
25	 0,0000	 0,0000	 272520248194040050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1492654872665448900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 27252024819404004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 149265487266544980000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 61,9333%	 17,4394%	 92,8667%	 8,8151%	 7,1333%	 8,8151%
26	 0,0000	 0,0000	 23213465335613844000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 127145386021799290000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 2321346533561384300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 12714538602179946000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 62,5667%	 16,6665%	 89,1667%	 9,4762%	 10,8333%	 9,4762%
27	 0,0000	 0,0000	 66023030269121050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 361499923719225500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 6602303026912104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 36149992371922545000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 62,7333%	 15,9264%	 90,5667%	 8,7007%	 9,4333%	 8,7007%
28	 0,0000	 0,0000	 32132067380852397000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 175994581237687830000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 3213206738085240000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 17599458123768816000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 62,3333%	 16,6720%	 88,2667%	 9,5482%	 11,7333%	 9,5482%
29	 0,0000	 0,0000	 4660095510086265300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 25524394310027910000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 466009551008626500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 2552439431002790400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 64,3667%	 16,1661%	 92,6333%	 8,5156%	 7,3667%	 8,5156%
30	 0,0000	 0,0000	 36600344477231480000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 200468342826393000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 3660034447723148400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 20046834282639305000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 65,4000%	 16,1728%	 89,1333%	 9,8146%	 10,8667%	 9,8146%
31	 0,0000	 0,0000	 1531971597367839000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 8390954013355866000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 153197159736783900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 839095401335586800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 66,2667%	 16,9379%	 88,0667%	 8,2334%	 11,9333%	 8,2334%
32	 0,0000	 0,0000	 2686859236515848000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 14716534126808386000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 268685923651584800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1471653412680838300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 63,8667%	 17,7078%	 90,7000%	 9,4728%	 9,3000%	 9,4728%
33	 0,0000	 0,0000	 440037428690643700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 2410184258404364400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 44003742869064370000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 241018425840436600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 65,2333%	 16,8701%	 87,8333%	 9,2404%	 12,1667%	 9,2404%
34	 0,0000	 0,0000	 18876474568074135000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 103390709271067980000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1887647456807413400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 10339070927106786000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 65,6333%	 17,5312%	 91,3333%	 9,6323%	 8,6667%	 9,6323%
35	 0,0000	 0,0000	 285309476015445140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1401254238978356500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 28530947601544513000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 140125423897835440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 67,0000%	 15,8615%	 87,6333%	 9,1331%	 12,3667%	 9,1331%
36	 0,0000	 0,0000	 54682685972479620000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 299509406120983900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 5468268597247960500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 29950940612098374000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 67,6667%	 15,4123%	 90,7667%	 10,3746%	 9,2333%	 10,3746%
37	 0,0000	 0,0000	 1507355929635373300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 8256128448504641000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 150735592963537330000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 825612844850464000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 69,5333%	 15,8870%	 88,5667%	 9,5617%	 11,4333%	 9,5617%
38	 0,0000	 0,0000	 382216547249899800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 2093486224373730600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 38221654724989973000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 209348622437372950000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 70,0333%	 15,2666%	 90,7000%	 9,3113%	 9,3000%	 9,3113%
39	 0,0000	 0,0000	 1291079403008576600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 7071533125581005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 129107940300857650000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 707153312558100600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 69,8333%	 15,0930%	 88,8000%	 9,8169%	 11,2000%	 9,8169%
40	 0,0000	 0,0000	 1050727202445465700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 5755069904634301000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 105072720244546580000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 575506990463430000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 71,9000%	 15,5438%	 86,5667%	 8,6928%	 13,4333%	 8,6928%
41	 0,0000	 0,0000	 36344914276734307000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 199069293999589240000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 3634491427673430400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 19906929399958960000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 72,8333%	 15,2204%	 86,4667%	 11,1285%	 13,5333%	 11,1285%
42	 0,0000	 0,0000	 71481893379514380000000000000000000000000000000000000000000000,0000	 391522454571392200000000000000000000000000000000000000000000000,0000	 7148189337951438000000000000000000000000000000000000000000000000,0000	 39152245457139224000000000000000000000000000000000000000000000000,0000	 73,3000%	 14,8792%	 91,3000%	 9,9278%	 8,7000%	 9,9278%
43	 0,0000	 0,0000	 478462924886907400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 2620649368904590700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 47846292488690750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 262064936890459130000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 70,8333%	 16,9117%	 88,2333%	 9,6550%	 11,7667%	 9,6550%
44	 0,0000	 0,0000	 320488562243596740000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1755388149632164200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 32048856166893654000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 175538814648462100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 71,4667%	 15,7233%	 89,3667%	 10,5520%	 10,6333%	 10,5520%
45	 0,0000	 0,0000	 18304704547502530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 100258995891345260000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1830470454750253200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 10025899589134532000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 71,5667%	 16,9516%	 88,2333%	 10,7821%	 11,7667%	 10,7821%
46	 0,0000	 0,0000	 84507603592351730000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 462867207682356550000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 8450760359235172000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 46286720768235660000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 69,7000%	 16,6136%	 88,6667%	 10,1483%	 11,3333%	 10,1483%
47	 0,0000	 0,0000	 87293670588635200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 478127125088207500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 8729367058863521000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 47812712508820785000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 69,8333%	 16,1097%	 89,7000%	 9,1469%	 10,3000%	 9,1469%
48	 0,0000	 0,0000	 2159269689985013800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 11826807169419779000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 215926968998501400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1182680716941979400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 69,1333%	 16,0618%	 88,9667%	 11,0093%	 11,0333%	 11,0093%
49	 0,0000	 0,0000	 171764114731817270000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 940790802085217200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 17176411473181726000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 94079080208521700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 68,8333%	 16,1589%	 88,9333%	 8,5336%	 11,0667%	 8,5336%
50	 0,0000	 0,0000	 486864853881336800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 2666668629272648800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 48686485388133680000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 266666862927264860000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 69,7333%	 16,3790%	 88,4333%	 9,0960%	 11,5667%	 9,0960%
51	 0,0000	 0,0000	 70096432965130940000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 383933975356509660000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 7009643296513093000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 38393397535650970000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 70,6667%	 16,2127%	 89,5333%	 10,1768%	 10,4667%	 10,1768%
52	 0,0000	 0,0000	 40985002941071530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 224480787202545500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 4098500294107152000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 22448078720254527000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 69,6333%	 17,1031%	 86,9333%	 8,6061%	 13,0667%	 8,6061%
53	 0,0000	 0,0000	 121414376218893090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 665013926605065500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 12141437621889310000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 66501392660506530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 69,4000%	 16,2960%	 87,4333%	 10,0608%	 12,5667%	 10,0608%
