Gen	 Best	 B_std_dev	 Mean	 M_std_dev	 Worst	 W_std_dev	 Repeated	 R_std_dev	 Lower	 L_std_dev	 Higher	 H_std_dev
54	 0,0000	 0,0000	 159284231299396000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 872435587592054000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 15928423129939602000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 87243558759205430000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 69,7333%	 15,3509%	 91,4667%	 8,6532%	 8,5333%	 8,6532%
55	 0,0000	 0,0000	 333951286777272440000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1829126528757888200000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 33395128677727243000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 182912652875788820000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 71,5000%	 15,9238%	 90,1333%	 9,8427%	 9,8667%	 9,8427%
56	 0,0000	 0,0000	 1044674964538636700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 5721920433387208000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 104467496453863680000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 572192043338720860000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 70,8333%	 16,1951%	 89,3000%	 9,1242%	 10,7000%	 9,1242%
57	 0,0000	 0,0000	 719801055942202200000000000000000000000000000000000000000000000000000000,0000	 3942512752150800000000000000000000000000000000000000000000000000000000000,0000	 71980105594220230000000000000000000000000000000000000000000000000000000000,0000	 394251275215079460000000000000000000000000000000000000000000000000000000000,0000	 71,6333%	 15,2349%	 88,4000%	 10,0055%	 11,6000%	 10,0055%
58	 0,0000	 0,0000	 22169298279694380000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 121422901241620470000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 2216929827969438000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 12142290124162047000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 71,0000%	 15,7939%	 89,0667%	 9,4099%	 10,9333%	 9,4099%
59	 0,0000	 0,0000	 828525253663984300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 4538019708944538000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 82852525366398440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 453801970894454100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 72,5333%	 14,9453%	 90,7000%	 8,6509%	 9,3000%	 8,6509%
60	 0,0000	 0,0000	 257974814428500450000000000000000000000000000000000000000000000,0000	 811562878727443200000000000000000000000000000000000000000000000,0000	 25797481442850048000000000000000000000000000000000000000000000000,0000	 81156287872744310000000000000000000000000000000000000000000000000,0000	 73,0000%	 15,6844%	 90,6000%	 9,4087%	 9,4000%	 9,4087%
61	 0,0000	 0,0000	 17172082130927600000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 94055367424404350000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1717208213092759900000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 9405536742440423000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 70,6667%	 18,3159%	 88,2333%	 8,8656%	 11,7667%	 8,8656%
62	 0,0000	 0,0000	 17961969593047156000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 98381759233338160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1796196959304715700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 9838175923333817000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 72,0333%	 18,1896%	 89,4667%	 8,6572%	 10,5333%	 8,6572%
63	 0,0000	 0,0000	 439635629184679400000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 2407981440525233000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 43963562918467930000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 240798144052523300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 71,0667%	 18,4371%	 88,0333%	 8,5480%	 11,9667%	 8,5480%
64	 0,0000	 0,0000	 33493924767951490000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 178379185522585920000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 3349392476795148000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 17837918552258594000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 70,4667%	 18,0129%	 88,9000%	 10,7842%	 11,1000%	 10,7842%
65	 0,0000	 0,0000	 462401353061572800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1940105724464315500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 46240135306157280000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 194010572446431570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 69,5333%	 18,3918%	 93,0333%	 8,4913%	 6,9667%	 8,4913%
66	 0,0000	 0,0000	 71353341549464440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 390818347200122700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 7135334154946444000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 39081834720012328000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 70,2000%	 18,2405%	 90,6667%	 9,3157%	 9,3333%	 9,3157%
67	 0,0000	 0,0000	 333951286777272900000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1829126528757888200000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 33395128677727300000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 182912652875788730000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 71,0667%	 18,7119%	 93,4000%	 8,4388%	 6,6000%	 8,4388%
68	 0,0000	 0,0000	 221647208726578680000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1214011760276030400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 22164720872657866000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 121401176027602930000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 70,5333%	 18,5542%	 90,5000%	 9,0735%	 9,5000%	 9,0735%
69	 0,0000	 0,0000	 56788442591932840000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 311043110131887620000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 5678844259193284000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 31104311013188744000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 69,9667%	 20,2935%	 88,7000%	 8,3548%	 11,3000%	 8,3548%
70	 0,0000	 0,0000	 7669716427444494000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 42008766969792850000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 766971642744449500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 4200876696979285400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 69,0000%	 20,1665%	 90,2333%	 8,9160%	 9,7667%	 8,9160%
71	 0,0000	 0,0000	 71238565504478900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 390189692911125070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 7123856550447889000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 39018969291112480000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 68,7667%	 21,8674%	 90,0667%	 9,0665%	 9,9333%	 9,0665%
72	 0,0000	 0,0000	 71481893379514380000000000000000000000000000000000000000000000,0000	 391522454571392200000000000000000000000000000000000000000000000,0000	 7148189337951438000000000000000000000000000000000000000000000000,0000	 39152245457139224000000000000000000000000000000000000000000000000,0000	 69,8000%	 21,0048%	 91,6667%	 8,7586%	 8,3333%	 8,7586%
73	 0,0000	 0,0000	 33395754675664480000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 182916081607700540000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 3339575467566447400000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 18291608160770060000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 70,6667%	 19,3218%	 89,1000%	 9,0491%	 10,9000%	 9,0491%
74	 0,0000	 0,0000	 11017653632651084000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 60346174253817360000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1101765363265108300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 6034617425381734000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 69,3000%	 22,6094%	 88,3667%	 8,1515%	 11,6333%	 8,1515%
75	 0,0000	 0,0000	 15326910436070566000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 83948945826971910000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1532691043607056400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 8394894582697193000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 68,8333%	 20,9780%	 89,8667%	 9,3023%	 10,1333%	 9,3023%
76	 0,0000	 0,0000	 739542235749577600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 4050639647478473000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 73954223574957760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 405063964747847000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 69,5000%	 21,1982%	 92,4000%	 8,1520%	 7,6000%	 8,1520%
77	 0,0000	 0,0000	 157908126850784610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 864898430895619300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 15790812685078460000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 86489843089561880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 69,4333%	 20,9246%	 88,3333%	 8,6954%	 11,6667%	 8,6954%
78	 0,0000	 0,0000	 407083344655185460000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 2229687306521065000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 40708334465518555000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 222968730652106450000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 68,6667%	 22,0663%	 90,7667%	 7,7446%	 9,2333%	 7,7446%
79	 0,0000	 0,0000	 23386844501577934000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 122592386832582400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 2338684450157793600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 12259238683258242000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 69,3667%	 21,8182%	 91,1667%	 8,5705%	 8,8333%	 8,5705%
80	 0,0000	 0,0000	 2150550318687260400000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 11779049205949360000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 215055031868726040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1177904920594936400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 68,3667%	 21,3533%	 91,3000%	 7,9314%	 8,7000%	 7,9314%
81	 0,0000	 0,0000	 376011954016553700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 2059502290451872700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 37601195401655370000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 205950229045187330000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 68,2667%	 22,3560%	 89,8000%	 9,0111%	 10,2000%	 9,0111%
82	 0,0000	 0,0000	 71481893379514380000000000000000000000000000000000000000000000,0000	 391522454571392160000000000000000000000000000000000000000000000,0000	 7148189337951438000000000000000000000000000000000000000000000000,0000	 39152245457139224000000000000000000000000000000000000000000000000,0000	 69,3000%	 20,7832%	 91,9667%	 9,0458%	 8,0333%	 9,0458%
83	 0,0000	 0,0000	 333951286777272440000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1829126528757888400000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 33395128677727243000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 182912652875788820000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 70,4667%	 21,0840%	 90,8000%	 8,4011%	 9,2000%	 8,4011%
84	 0,0000	 0,0000	 154,0359	 609,8241	 12486,3332	 57220,5551	 72,3667%	 20,2935%	 90,9333%	 8,2334%	 9,0667%	 8,2334%
85	 0,0000	 0,0000	 31489597890301180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 172475630912850430000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 3148959789030117600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 17247563091285044000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 72,6667%	 19,1065%	 87,8667%	 6,8215%	 12,1333%	 6,8215%
86	 0,0000	 0,0000	 2018727334434465500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 11057024985220322000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 201872733443446540000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1105702498522031800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 71,2667%	 19,6222%	 89,5333%	 9,5547%	 10,4667%	 9,5547%
87	 0,0000	 0,0000	 52102030728084310000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 285374575215991000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 5210203072808430000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 28537457521599074000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 71,9333%	 19,6573%	 87,9667%	 8,7552%	 12,0333%	 8,7552%
88	 0,0000	 0,0000	 2567618172490231000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 14063423921330901000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 256761817249023100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1406342392133090200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 72,8667%	 18,4927%	 92,9333%	 8,4361%	 7,0667%	 8,4361%
89	 0,0000	 0,0000	 64647667160452750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 354089855938659170000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 6464766716045275000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 35408985593865920000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 72,4333%	 20,4631%	 89,0333%	 8,6999%	 10,9667%	 8,6999%
90	 0,0000	 0,0000	 343833224110573750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1883252128650902600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 17191661205528687000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 94162606432545130000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 72,0333%	 20,5720%	 89,7333%	 9,7448%	 10,2667%	 9,7448%
91	 0,0000	 0,0000	 333951286777272500000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1829126528757888200000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 33395128677727250000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 182912652875788820000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 72,8000%	 20,4609%	 89,7000%	 8,7065%	 10,3000%	 8,7065%
92	 0,0000	 0,0000	 19178328499234105000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 105044031296976640000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1917832849923410800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 10504403129697666000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 72,6333%	 22,1211%	 90,4667%	 8,1863%	 9,5333%	 8,1863%
93	 0,0000	 0,0000	 71481738148011460000000000000000000000000000000000000000000000,0000	 391521604333434400000000000000000000000000000000000000000000000,0000	 7148173814801146000000000000000000000000000000000000000000000000,0000	 39152160433343430000000000000000000000000000000000000000000000000,0000	 71,8333%	 22,9754%	 89,1333%	 8,4842%	 10,8667%	 8,4842%
94	 0,0000	 0,0000	 712224263910940000000000000000000000000000000000000000000000,0000	 3901012953228111400000000000000000000000000000000000000000000,0000	 71222426391093990000000000000000000000000000000000000000000000,0000	 390101295322811100000000000000000000000000000000000000000000000,0000	 73,3667%	 20,4256%	 90,2333%	 9,0542%	 9,7667%	 9,0542%
95	 0,0000	 0,0000	 2002989035966362000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 10970822774343021000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 200298903596636240000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1097082277434302400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 74,0667%	 19,9878%	 90,7000%	 8,3300%	 9,3000%	 8,3300%
96	 0,0000	 0,0000	 2925650537905742000000000000000000000000000000000000000000000000000000000000000000,0000	 16024447949880980000000000000000000000000000000000000000000000000000000000000000000,0000	 292565053790574170000000000000000000000000000000000000000000000000000000000000000000,0000	 1602444794988096400000000000000000000000000000000000000000000000000000000000000000000,0000	 72,8667%	 21,4102%	 91,8333%	 7,4791%	 8,1667%	 7,4791%
97	 0,0000	 0,0000	 13438728881847159000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 73606949527838600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1343872888184715800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 7360694952783869000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 73,4000%	 20,0010%	 90,8333%	 8,0519%	 9,1667%	 8,0519%
98	 0,0000	 0,0000	 419459960507167030000000000000000000000000000000000000000000000000000000000,0000	 2297476823399610000000000000000000000000000000000000000000000000000000000000,0000	 41945996050716710000000000000000000000000000000000000000000000000000000000000,0000	 229747682339960950000000000000000000000000000000000000000000000000000000000000,0000	 73,7667%	 19,3617%	 89,9000%	 8,1847%	 10,1000%	 8,1847%
99	 0,0000	 0,0000	 32152670392337946000000000000000000000000000000000000000000000000000000000000000,0000	 176107428579112600000000000000000000000000000000000000000000000000000000000000000,0000	 3215267039233794500000000000000000000000000000000000000000000000000000000000000000,0000	 17610742857911277000000000000000000000000000000000000000000000000000000000000000000,0000	 73,0000%	 21,7747%	 92,4000%	 7,1322%	 7,6000%	 7,1322%
